pdf_filename,article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_types,key_red_flags,recommended_sar_focus,why_it_matters_for_usaa
Advisory%20Human%20Trafficking%20508%20FINAL_0.pdf,Advisory%20Human%20Trafficking%20508%20FINAL_0.pdf,FIN-2020-A008,Advisory,FinCEN Advisory FIN-2020-A008,10/15/2020,"FinCEN Advisory FIN-2020-A008 updates previous guidance on Human Trafficking, providing new financial and behavioral indicators to help financial institutions identify and report this pervasive crime. It highlights the evolving money laundering tactics used by traffickers and emphasizes the significant financial gains from human trafficking. FinCEN requests institutions to reference this advisory in SAR filings.",Human Trafficking | Money Laundering,"This advisory provides 20 new financial and behavioral indicators of labor and sex trafficking, and four additional typologies, to assist in identification (specific details not provided in this extract).","Reference this advisory in SAR field 2 (Filing Institution Note to FinCEN) and the narrative. | Include the key term: “HUMAN TRAFFICKING FIN-2020-A008” in the SAR narrative. | Select SAR Field 38(h) (human trafficking). | Pay attention to transactions in industries known for human trafficking, including hospitality, agricultural, janitorial services, construction, restaurants, care for persons with disabilities, salon services, massage parlors, retail, fairs and carnivals, peddling and begging, child care, domestic work, and drug smuggling and distribution.","This advisory is critical for USAA as it mandates an update to existing human trafficking monitoring and reporting protocols. USAA's AML investigators and FIU analysts must be trained on the new financial and behavioral indicators and typologies mentioned in the full advisory to enhance detection capabilities. Fraud strategy leaders should review and adjust automated monitoring rules and risk assessments to cover the identified high-risk industries and account for the evolving money laundering tactics of traffickers, especially considering the exacerbating impact of the global COVID-19 pandemic on vulnerable populations. Customer-facing staff should also be aware of the updated guidance, and SAR filing procedures must strictly adhere to the specified narrative and field instructions to ensure comprehensive reporting."
Advisory%20Medical%20Fraud%20Covid%2019%20FINAL%20508.pdf,Advisory%20Medical%20Fraud%20Covid%2019%20FINAL%20508.pdf,FIN-2020-A002,Advisory,FinCEN Advisory FIN-2020-A002,05/18/2020,"FinCEN issued this advisory to alert financial institutions to rising medical scams related to the COVID-19 pandemic, including fraudulent cures, tests, and price gouging. It provides red flags and instructions for reporting suspicious activity to help detect, prevent, and report these illicit schemes and protect innocent people.","Fraudulent medical cures, tests, vaccines, and services | Non-delivery scams | Price gouging and hoarding of medical items","Transactions related to fraudulent cures, tests, vaccines, or services | Transactions indicative of non-delivery scams (e.g., payment for goods never received) | Activity consistent with price gouging or hoarding of medical items (e.g., masks, sanitizer) | Transactions involving recently formed, unregistered, or unlicensed medical supply companies","Reference the advisory in SAR field 2 (Filing Institution Note to FinCEN) and the narrative using the key term: ""COVID19 FIN- 2020-A002"" | Select SAR field 34(z) (Fraud-other)","This advisory would require USAA to enhance its monitoring strategies to detect transactions related to fraudulent medical products (cures, tests, vaccines) and services, non-delivery scams, and price gouging of medical supplies. It necessitates updating SAR filing procedures for COVID-19-related fraud using the specified key term and field 34(z). For USAA's customer base, particularly military families, this reinforces the need for proactive customer education against scams and internal training for investigators to identify these evolving pandemic-related fraud typologies."
Advisory%20Ransomware%20FINAL%20508_2020%20rescinded.pdf,Advisory%20Ransomware%20FINAL%20508_2020%20rescinded.pdf,FIN-2020-A006,Advisory,FinCEN Advisory FIN-2020-A006,10/01/2020,"FinCEN Advisory FIN-2020-A006 alerts financial institutions to prevalent trends, typologies, and potential indicators of ransomware and associated money laundering activities. It emphasizes the critical importance of detecting and reporting ransomware payments to deter cybercriminals and hold them accountable. FinCEN is asking institutions to understand the role of financial intermediaries in processing these payments and how funds are laundered.",Ransomware | Money Laundering,,"SAR narratives should highlight the multi-step process involving ransomware payments, particularly when funds are transmitted to Convertible Virtual Currency (CVC) exchanges. | Pay attention to wire transfers, Automated Clearinghouse (ACH) transactions, or credit card payments from victims to CVC exchanges for purchasing ransom-related CVC. | Monitor transactions where CVCs are sent from hosted wallets at exchanges to perpetrator-designated accounts, and subsequent laundering activities like mixers, tumblers, smurfing, or transfers to foreign/P2P exchangers in weak AML jurisdictions.","This advisory directly impacts USAA by highlighting its critical role as a depository institution in the multi-step process of ransomware payments. As a large US retail financial institution, USAA is likely to process wire transfers, ACH, and credit card payments from victims attempting to purchase Convertible Virtual Currency (CVC) to pay a ransom. This intelligence necessitates a review of transaction monitoring rules for outflows to CVC exchanges, enhancement of investigator training to recognize the described payment typologies, and an update to risk assessments to account for the institution's potential involvement in facilitating or identifying ransomware payments. Proactive detection and reporting of these transactions are vital for USAA to comply with FinCEN's guidance and protect its members."
Advisory%20Unemployment%20Insurance%20COVID%2019%20508%20Final.pdf,Advisory%20Unemployment%20Insurance%20COVID%2019%20508%20Final.pdf,FIN-2020-A007,Advisory,FinCEN Advisory FIN-2020-A007,10/13/2020,"FinCEN is issuing this advisory to alert financial institutions to widespread Unemployment Insurance (UI) fraud observed during the COVID-19 pandemic. The publication emphasizes the critical role of institutions in detecting and preventing this illicit activity to safeguard government relief efforts. It provides descriptions of common UI fraud schemes, associated financial red flag indicators, and specific guidance for reporting suspicious activity via Suspicious Activity Reports (SARs).",Unemployment Insurance Fraud | COVID-19 Related Fraud,"Filers falsely claiming employment for a legitimate company or creating fictitious companies/records to apply for UI payments. | Employees receiving UI payments while still employed (employer-employee collusion). | Individuals failing to report income after returning to work while still receiving UI payments. | State employees inappropriately accessing or changing UI claims, leading to improper payments or movement of funds to unauthorized accounts.",Include the key term “COVID19 UNEMPLOYMENT INSURANCE FRAUD FIN-2020-A007” in SAR field 2 (Filing Institution Note to FinCEN) and the SAR narrative. | Select SAR field 34(z) (Fraud - other).,"As a large US retail financial institution, USAA likely serves a broad customer base, including many who may have experienced job loss or changes during the COVID-19 pandemic and received unemployment benefits. This advisory highlights a significant fraud risk directly impacting customer accounts receiving government relief payments. USAA would need to enhance its fraud monitoring systems to detect the outlined red flags, such as unusual UI payment patterns, payments to accounts inconsistent with customer profiles, or multiple UI payments flowing into a single account. This also necessitates updating investigator training on these specific typologies and incorporating the heightened risk of UI fraud into ongoing risk assessments for relevant product lines and customer segments."
advisory.pdf,advisory.pdf,,Advisory,FinCEN Advisory – Issue 40,12/01/2005,"FinCEN warns U.S. financial institutions that North Korea, acting through government agencies and front companies, is engaged in illicit activities and may be seeking banking services after Banco Delta Asia's Section 311 designation. Institutions should take reasonable steps to guard against the abuse of their services for activities such as currency counterfeiting, narcotics trafficking, and weapons of mass destruction proliferation. This advisory reinforces efforts to prevent the U.S. financial system from being a conduit for laundered proceeds from these illicit activities.",Money Laundering | Sanctions Evasion,"North Korean government agencies or associated front companies seeking to establish new or exploit existing account relationships. | Financial activities linked to currency counterfeiting, narcotics trafficking, or counterfeit cigarette smuggling. | Transactions or entities involved in the financing of or involvement in weapons of mass destruction (WMD) and missile proliferation. | Entities attempting to move funds or establish relationships after being serviced by institutions designated under Section 311 (e.g., Banco Delta Asia) for primary money laundering concern.","SAR narratives should specifically reference FinCEN Advisory – Issue 40 when reporting suspicious activity related to North Korean government agencies or associated front companies. | Monitoring rules should be enhanced to identify attempts by North Korean entities to establish new accounts or utilize existing ones for illicit activities such as WMD proliferation, narcotics trafficking, or counterfeiting. | Attention should be paid to correspondent account relationships that might indirectly facilitate transactions for designated entities or high-risk jurisdictions linked to North Korea.","As a large U.S. financial institution, USAA must be acutely aware of and mitigate the risk of North Korean government agencies and front companies exploiting its services. This advisory requires USAA to reinforce its enhanced due diligence processes for entities with potential North Korean nexus, update fraud and AML monitoring strategies to detect typologies related to WMD proliferation, narcotics, and counterfeiting, and ensure its investigators are trained on these specific risks to effectively identify and report suspicious activities in line with this guidance."
Advisory_%20Imposter_and_Money_Mule_COVID_19_508_FINAL.pdf,Advisory_%20Imposter_and_Money_Mule_COVID_19_508_FINAL.pdf,FIN-2020-A003,Advisory,FinCEN Advisory FIN-2020-A003,07/07/2020,"This FinCEN advisory alerts financial institutions to imposter scams and money mule schemes exploiting vulnerabilities created by the COVID-19 pandemic. It aims to help institutions detect, prevent, and report these consumer frauds by providing descriptions, financial red flag indicators, and specific instructions for reporting suspicious activity via SARs.",Imposter Scams | Money Mule Schemes,,"Reference this advisory in SAR field 2 (Filing Institution Note to FinCEN) and the narrative by including the key term: “COVID19 MM FIN-2020-A003”. | Select SAR field 34(z) (Fraud - other). | Pay attention to transactions involving or impersonating federal government agencies, international organizations, charities, the IRS, non-profit groups, and universities.","For a large retail financial institution like USAA, this advisory directly impacts fraud detection and prevention efforts for its customer base, which includes military members and their families often targeted by scams. It necessitates heightened awareness for imposter scams (e.g., IRS impersonation) and money mule schemes exploiting COVID-19 anxieties. This guidance requires USAA to enhance monitoring rules, update investigator training on these specific typologies, and refine risk assessments to account for these prevalent consumer frauds, ensuring robust protection against schemes leveraging public crises."
advissu1.pdf,advissu1.pdf,,Advisory,FinCEN Advisory - Issue 1,03/01/1996,"This FinCEN Advisory, the first in a series, aims to equip financial institutions with insights into money laundering trends and typologies. FinCEN relies on institutions to detect and report suspicious activity, particularly transactions lacking commercial justification, and emphasizes the importance of their role as the first line of defense against financial crime. It also notes efforts to reduce regulatory burdens while improving the quality of reported information.",Money Laundering | Structuring / Smurfing,Transactions which lack commercial justification | Transactions that cannot be explained by normal commerce | Criminals deliberately structure transactions to appear legitimate | Complex financial transactions through webs of wire transfers and networks of shell companies,"Detailing observations of transactions that appear structured or lack a clear commercial purpose | Documenting complex financial transactions involving multiple parties, wire transfers, or shell companies | Highlighting any activity that suggests proceeds from drug dealing, terrorism, or arms dealing | Focusing on the 'clues and developments' that indicate criminal financial activity as identified by FinCEN","This foundational advisory from 1996 established FinCEN's core expectation that financial institutions, like USAA, are uniquely positioned as the first line of defense against money laundering. For USAA, it reinforces the ongoing imperative for its AML investigators and fraud strategy leaders to proactively identify transactions lacking commercial justification or appearing deliberately structured. It underscores the importance of continuous training on evolving money laundering typologies and the critical role of reporting meaningful information to law enforcement, especially given the institution's diverse customer base and transaction types."
advissu3.pdf,advissu3.pdf,,Advisory,FinCEN Advisory - Issue 3,06/01/1996,"FinCEN Advisory - Issue 3 clarifies new Bank Secrecy Act recordkeeping rules for funds transfers and transmittals of funds, effective May 28, 1996. These rules, issued jointly by FinCEN and the Federal Reserve, aim to institute uniform recordkeeping procedures for financial institutions. The goal is to preserve an information trail about senders and receivers to help law enforcement detect and investigate money laundering and other financial crimes.",money laundering | financial crimes,,"SAR narratives for funds transfers must continue to report suspicious activity, as these recordkeeping rules do not affect the institution's independent responsibility to report. | Monitoring rules should ensure that all funds transfers, regardless of size, remain subject to suspicious activity reporting requirements, effective April 1, 1996, and that recordkeeping facilitates investigation of reported activity.","For a large retail financial institution like USAA, this advisory mandates immediate updates to internal policies and procedures for all funds transfers to comply with the new uniform BSA recordkeeping rules. This would impact data capture for originators (e.g., retrieving corporate rather than individual ordering names) and beneficiaries, ensuring information is retrievable for investigations. It also reinforces that USAA's existing SAR monitoring and reporting obligations for suspicious funds transfers remain unchanged and paramount, regardless of transaction size, emphasizing the critical role of these new recordkeeping rules in supporting law enforcement efforts against financial crime."
advissu4.pdf,advissu4.pdf,,Advisory,FinCEN Advisory - Issue 4,08/01/1996,"This FinCEN Advisory disseminates the FATF-VII Report on Money Laundering Typologies, alerting financial institutions to new and evolving methods used by criminals to launder illicit proceeds globally. FinCEN urges institutions to review these typologies to enhance their anti-money laundering controls and cooperation in investigations.",Money Laundering,Disposal of illicit funds by interests in the former Soviet Union and Eastern Bloc. | Money laundering activities conducted through the securities industry. | Money laundering activities conducted through the insurance industry.,Mention specific FATF-identified typologies or new money laundering methods in SAR narratives. | Pay close attention to activities within the securities and insurance sectors for unusual patterns. | Report suspicious transactions tied to funds originating from the former Soviet Union and Eastern Bloc.,"This advisory, though from 1996, established a foundational principle: the continuous need for USAA to be alert to evolving money laundering typologies, especially those identified by international bodies like FATF. For USAA, this means regularly updating transaction monitoring rules, risk assessments for its diverse business lines (including wealth management and insurance products), and investigator training to identify these emerging patterns. Specifically, the focus on the securities and insurance industries would directly impact how USAA’s investment and insurance arms assess and mitigate money laundering risks, encouraging a proactive stance against new methods of financial crime."
advissu6.pdf,advissu6.pdf,,Advisory,FinCEN Advisory - Issue 6,10/01/1996,This FinCEN Advisory highlights the use of Mexican bank drafts and factored third-party checks in money laundering schemes. FinCEN requests enhanced scrutiny of U.S. dollar-denominated drafts from Mexican banks and multiple third-party checks presented by Mexican businesses. Institutions should report suspicious transactions involving these instruments that lack a clear lawful business purpose.,Money Laundering,"Deposits or presentation for collection of U.S. dollar-denominated bank checks or drafts drawn by Mexican banks on their U.S. dollar accounts. | Presentation for collection at U.S. banks by Mexican currency exchange or other businesses of multiple third-party checks or drafts endorsed to the order of the presenting business. | Transactions involving persons with no apparent business basis for presenting such drafts or bundled third-party checks. | Transactions involving persons not known to engage in substantial commerce with Mexico, or those with no fixed or separate business address. | Periodic surges in the numbers and dollar volume of these types of instruments. | Accounts used to concentrate cash from such instruments prior to wiring funds to other parts of the U.S. or to narcotics source/transit countries.","SAR narratives should detail transactions involving Mexican bank drafts and factored third-party checks, especially when they lack an independent lawful business purpose or are inconsistent with the customer's profile. | Pay attention to correspondent accounts maintained by Mexican institutions, currency exchange businesses, and any concentration accounts used for these instruments prior to international wire transfers, particularly to narcotics source/transit countries.","For a large US financial institution like USAA, this advisory would necessitate updates to fraud and AML monitoring systems, particularly for transactions involving Mexico. USAA would need to train its AML investigators and FIU analysts on the specific typologies related to Mexican bank drafts and factored third-party checks. It also highlights the importance of scrutinizing correspondent banking relationships and customer profiles that engage in cross-border commerce with Mexico, ensuring that international payment channels are not exploited for money laundering."
advissu7.pdf,advissu7.pdf,,Advisory,FinCEN Advisory - Issue 7,01/01/1997,"FinCEN Advisory Issue 7 provides guidance on the newly implemented ""Travel Rule,"" which comprises BSA recordkeeping requirements for funds transfers and transmittals of funds (effective May 1996). The rule mandates financial institutions to preserve an information trail about senders and receivers of funds to assist law enforcement in detecting and prosecuting money laundering and other financial crimes.",Money Laundering | Financial Crimes,"Any transmittal of funds that appears suspicious to the financial institution. | Transmittals of funds where records are incomplete, insufficient, or cannot be provided timely, hindering the identification of source, recipient, or parties.","SARs are required for suspicious transmittals of funds. Narratives should explicitly detail the source, recipient, and all parties involved, leveraging the comprehensive information trail preserved under the Travel Rule. | Pay attention to all forms of funds transfers and transmittals of funds, ensuring thorough record-keeping and scrutiny.","For a large US retail financial institution like USAA, this advisory underscores the critical importance of robust record-keeping for all funds transfers and transmittals. It mandates that USAA maintain a complete and timely information trail on senders and receivers to facilitate law enforcement investigations into money laundering and other financial crimes. This impacts monitoring priorities by emphasizing suspicious funds transfer activity, influences risk assessments concerning record-keeping compliance, and requires investigator training to ensure they understand and leverage the ""Travel Rule"" information in SAR filings and investigations."
advisu9.pdf,advisu9.pdf,,Advisory,FinCEN Advisory - Issue 9,11/01/1997,"This FinCEN Advisory alerts U.S. financial institutions to the Colombian Black Market Peso Exchange, a large-scale and complex money laundering system used by Colombian drug cartels to launder narcotics proceeds. FinCEN explains how this system circumvents Bank Secrecy Act (BSA) reporting requirements by placing drug-related currency into U.S. bank accounts. Institutions are urged to understand this mechanism to help law enforcement counter it.",Money Laundering | Structuring/Smurfing,"Deposits structured into amounts significantly below the $10,000 currency reporting threshold. | Deposits into accounts opened in false names or by nominees acting on behalf of others, ultimately controlled by a peso exchanger. | Commingling of illegal currency with the legitimate receipts of an established business. | Attempts to camouflage proceeds in otherwise legitimate activity to avoid reporting requirements.","SAR narratives should explicitly mention the 'Colombian Black Market Peso Exchange' when applicable. | Focus monitoring on structured deposits, particularly those involving accounts potentially controlled by black market peso exchangers or used by Colombian importers, and businesses showing commingled legitimate and illicit funds.","As a large U.S. financial institution, USAA would need to adjust its fraud and AML monitoring strategies to detect the specific typologies outlined, such as structured transactions and the use of nominee accounts, which are hallmarks of the Colombian Black Market Peso Exchange. This would impact investigator training to recognize these patterns and update risk assessments, particularly for accounts engaged in international transactions or those with frequent cash deposits, to proactively identify and report suspicious activity related to this pervasive money laundering system."
COVID-19%20Health%20Care%20508%20Final.pdf,COVID-19%20Health%20Care%20508%20Final.pdf,FIN-2021-A001,Advisory,FinCEN Advisory FIN-2021-A001,02/02/2021,"FinCEN Advisory FIN-2021-A001 alerts financial institutions to widespread COVID-19-related health insurance and health care fraud schemes. These frauds target government health care programs like Medicare, Medicaid, TRICARE, private insurers, and COVID-19 relief funds for providers. FinCEN urges institutions to apply provided red flags and report suspicious activity related to these typologies.",Health Care Fraud | Health Insurance Fraud,"Ordering or submitting claims for unnecessary tests or services. | Billing for services not provided, or overbilling (e.g., upcoding, unbundling). | Paying or receiving illegal kickbacks/bribes in exchange for ordering services or testing. | False and fraudulent representations about COVID-19 testing, treatments, or cures used to defraud insurance carriers or investors via financial markets.","SAR narratives should reference FinCEN Advisory FIN-2021-A001 and detail observed red flags associated with COVID-19 health insurance or health care provider fraud. | Pay attention to transactions involving health care providers, marketing organizations, and accounts associated with government health benefit programs (Medicare, Medicaid, TRICARE, VA) or COVID-19 relief funds (e.g., PPP-HCEA).","This advisory is highly relevant for USAA given its substantial member base, including military families who often rely on TRICARE and VA health programs, which are explicitly mentioned as targets. USAA should prioritize enhancing monitoring for accounts of healthcare providers and beneficiaries associated with these programs, particularly those linked to COVID-19 relief funds. Investigator training should be updated to incorporate these specific fraud typologies and red flags to improve detection and reporting of suspicious activity."
Cyber%20Threats%20Advisory%20-%20FINAL%20508_2.pdf,Cyber%20Threats%20Advisory%20-%20FINAL%20508_2.pdf,FIN-2016-A005,Advisory,FinCEN Advisory - FIN-2016-A005,10/25/2016,"FinCEN's Advisory FIN-2016-A005 clarifies financial institutions' BSA obligations concerning cyber-events and cyber-enabled crime. It emphasizes the critical role of timely and thorough SAR reporting, specifically highlighting the importance of including cyber-related information. The advisory urges strong collaboration between BSA/AML, fraud prevention, and cybersecurity units to effectively combat money laundering, terrorism financing, and other illicit activities facilitated by cybercriminals.",Cyber-Enabled Crime | Money Laundering | Terrorism Financing | Identity Theft | Credit Card Fraud,"Transactions involving unregistered online money-transmitting businesses. | Use of digital currency services specifically designed to provide anonymity for transactions. | Activity indicative of attempts to steal customer or commercial credentials and proprietary information. | Transactions linked to proceeds from cyber-attacks, Ponzi schemes, child pornography, or trafficking in narcotics and other contraband.","SARs should provide timely and thorough reporting of cyber-events and cyber-related information, clearly linking the cyber activity to potential money laundering, terrorism financing, or other predicate offenses. Include specific details like IP addresses with timestamps, cyber-event data, and virtual-wallet information. | Pay close attention to transactions involving unregistered online money-transmitting businesses or digital currency services emphasizing anonymity. Monitor activities targeting institutional systems, websites, and employees, as well as customer accounts, for credential theft or fraudulent transactions stemming from cyber-attacks.","This advisory significantly impacts a large retail financial institution like USAA by underscoring the necessity to integrate cyber-event monitoring into core BSA/AML and fraud strategies. It necessitates updated risk assessments to account for cyber-enabled crime, particularly as it relates to customer identity theft, credit card fraud, and the use of digital channels. For investigators, it highlights the importance of training on cyber-related indicators and the specific technical data points (e.g., IP addresses, virtual wallets) critical for SARs, demanding enhanced collaboration between AML, fraud, and cybersecurity teams to ensure comprehensive reporting and disruption of criminal networks."
DPRK%20Advisory%20FINAL%20508%20C.pdf,DPRK%20Advisory%20FINAL%20508%20C.pdf,FIN-2017-A008,Advisory,FinCEN Advisory FIN-2017-A008,11/02/2017,"FinCEN Advisory FIN-2017-A008 alerts financial institutions to North Korean schemes designed to evade U.S. and UN sanctions, launder funds, and finance its WMD and ballistic missile programs. North Korea utilizes front companies, trade companies, and financial representatives globally, often China-based, to disguise and move illicit funds. FinCEN asks institutions to use the provided red flags to identify and report suspected illicit activity by the North Korean government and its financial institutions.",Sanctions Evasion | Money Laundering | WMD Proliferation Financing,"Use of financial representatives worldwide to access the international financial system. | Transactions involving China-based front or shell companies, trading companies, and financial institutions operating in areas bordering the DPRK. | North Korean state-owned entities or banks using aliases, agents, individuals in strategic jurisdictions, or embassy personnel. | Activity indicative of bulk-cash smuggling and trade to bypass international sanctions. | Transactions that may involve or be on behalf of the designated Bank of Dandong, or other designated North Korean financial institutions.","SAR narratives should specifically detail any connections to North Korea, designated entities (e.g., Bank of Dandong), or the identified typologies such as the use of front/trade companies, Chinese entities near the DPRK, or global financial representatives. | Pay particular attention to foreign correspondent accounts for potential indirect facilitation of transactions involving designated North Korean entities or their proxies. | Monitor international wire transfers, trade finance transactions, and any activity suggestive of bulk-cash movements for links to identified red flags or sanctioned jurisdictions/entities. | Include details on any identified aliases, agents, individuals, or embassy personnel linked to suspicious North Korean activity.","This advisory is critical for a large U.S. retail financial institution like USAA, which must uphold stringent sanctions compliance and AML programs. It mandates enhanced vigilance against North Korean illicit finance, requiring USAA to update its sanctions screening rules for entities like Bank of Dandong and OFAC-designated persons, as well as refining transaction monitoring systems to detect red flags like China-based front companies or suspicious international transfers involving high-risk jurisdictions. It also necessitates training for AML investigators and fraud strategy leaders on these specific typologies (e.g., bulk-cash smuggling, use of aliases) to ensure effective identification and reporting of North Korean sanctions evasion, money laundering, and WMD proliferation financing, thereby safeguarding USAA from facilitating illicit activity and incurring significant regulatory penalties."
DPRK%20Financing%20Advisory%20%28v16%29%2Blanguage2.pdf,DPRK%20Financing%20Advisory%20%28v16%29%2Blanguage2.pdf,FIN-2017-A007,Advisory,FinCEN Advisory FIN-2017-A007,09/22/2017,"This FinCEN advisory alerts financial institutions to North Korean schemes for evading U.S. and UN sanctions, laundering funds, and financing WMD and ballistic missile programs. FinCEN provides specific financial red flags to assist institutions in identifying and reporting suspicious activity by the North Korean government and its financial institutions.",Sanctions Evasion | Money Laundering | WMD Financing,"Use of China-based financial representatives, front companies, or trading companies for DPRK-related activity. | Transactions with financial institutions or entities operating in areas bordering the Democratic People’s Republic of Korea (DPRK). | Activity involving state-owned entities, bulk-cash smuggling, or trade with aliases/agents in strategic jurisdictions. | Transactions involving foreign-based front companies or covert representatives that obscure the true originator, beneficiary, or purpose.","Reporting suspected illicit activity by the North Korean government, its financial institutions, or proxies, explicitly mentioning WMD/ballistic missile programs. | Enhanced scrutiny of correspondent accounts, especially those with connections to China or bordering DPRK, or processing transactions involving sanctioned entities like Bank of Dandong. | Monitoring for trade-based money laundering indicators involving front companies, state-owned entities, or individuals from high-risk jurisdictions. | Specific mention of North Korea (DPRK) and related sanctions evasion in SAR narratives when applicable.","For a large US retail financial institution like USAA, this advisory highlights the ongoing risk of North Korea exploiting the international financial system, even through seemingly legitimate channels. USAA's fraud and AML teams should focus on identifying potential indirect exposure through correspondent banking relationships, monitoring for individuals or small businesses acting as fronts, and scrutinizing transactions (e.g., international wires, trade finance) that involve China-based entities or regions bordering North Korea. Training for investigators should emphasize the red flags related to obfuscation of beneficial ownership, trade-based money laundering, and the use of aliases or agents to support WMD financing, ensuring that customer activity potentially linked to these schemes is promptly identified and reported."
FAFT_Advisory_March_final_508.pdf,FAFT_Advisory_March_final_508.pdf,FIN-2019-A001,Advisory,FinCEN Advisory FIN-2019-A001,03/08/2019,"FinCEN Advisory FIN-2019-A001 informs financial institutions about updates to the FATF's list of jurisdictions with strategic AML/CFT deficiencies, specifically highlighting the Democratic People's Republic of Korea (DPRK). FinCEN reminds institutions to apply effective countermeasures and adjust risk-based approaches to protect against Money Laundering, Terrorist Financing, and WMD Proliferation Financing (ML/FT/PF) risks emanating from the DPRK, including adherence to UN and U.S. sanctions.",Money Laundering | Terrorist Financing | Proliferation Financing | Sanctions Evasion,"Transactions involving individuals acting on behalf of or at the direction of a bank or financial institution of the DPRK. | Financial activities by individuals from the DPRK sent abroad to earn hard currency to fund its nuclear and ballistic missile programs. | Use of bulk cash suspected of being employed by the DPRK to evade UN measures. | Any form of financial support (public or private) for trade with the DPRK. | Existing correspondent relationships or accounts with DPRK banks, their branches, subsidiaries, or representative offices.","SAR narratives should specifically detail any connections to DPRK, WMD proliferation, or attempts to evade sanctions. | Enhanced monitoring of international wire transfers, remittances, and trade finance activities, particularly those involving high-risk jurisdictions or entities that could mask DPRK links. | Attention to transactions by individuals identified as DPRK nationals operating abroad, especially those involving significant fund movements or unusual patterns. | Scrutiny of large cash transactions or deposits that may indicate efforts to bypass official financial channels for DPRK-related activities.","This advisory significantly impacts USAA by reinforcing the critical need for enhanced vigilance against WMD proliferation financing and sanctions evasion risks, especially concerning the DPRK. As a large U.S. retail financial institution serving a diverse customer base, USAA must update its risk assessments and transaction monitoring strategies to identify direct or indirect links to DPRK-related illicit activities. This includes training investigators to recognize specific red flags related to DPRK nationals operating abroad, bulk cash evasion schemes, and potential financial support for trade, ensuring robust SAR filing and strict compliance with both UN and OFAC sanctions programs."
faqsfinalciprule.pdf,faqsfinalciprule.pdf,,Advisory,Interagency Advisory - Issue 39,04/01/2005,"This interagency advisory provides interpretive guidance (FAQs) regarding Customer Identification Program (CIP) requirements under Section 326 of the USA PATRIOT Act. It clarifies key aspects for banks, including the definition of an 'account' for loans, customer verification standards, and the scope of CIP applicability, particularly concerning third-party agents and foreign operations.",Money Laundering | Terrorist Financing,"Failure to collect sufficient identifying information to form a reasonable belief of a customer's true identity. | Exclusive reliance on non-government issued identification when verifying a customer's identity. | Inadequate CIP procedures when using third-party agents (e.g., car dealers, mortgage brokers) to extend credit on the bank's behalf. | Opening loan accounts without an enforceable agreement, as this is the point at which CIP rules apply.","SAR narratives should document instances where customer identity could not be reasonably verified, especially if this deficiency is linked to suspicious activity. | Pay close attention to loan origination channels, particularly those involving third-party agents, to ensure robust customer identification and verification processes are followed. | Monitor for patterns of attempted account openings or loan applications where identity verification fails, particularly when coupled with other indicators of potential illicit activity.","This advisory is highly relevant for USAA as it provides foundational guidance for its CIP, directly impacting customer onboarding and lending activities. It clarifies crucial points such as when CIP applies to loans (at enforceable agreement), the acceptable standard for customer verification ('reasonable belief' of identity, not necessarily every data point), and the expectation for government-issued identification. For USAA's extensive loan portfolio and relationships with agents (e.g., for auto loans), understanding the scope of CIP (e.g., loan participations vs. agent-led credit) is essential for maintaining compliance, conducting accurate risk assessments, and ensuring investigators understand the bedrock of identity verification that should be in place. It also reinforces that OFAC list checks are separate obligations from the CIP 326 list requirement."
